 1-Taste_ID;2-Name_Taste;3-Taste_Rus;4-Description_Taste;5-Image_Taste;6-Strength;7-Search_Field;16-Brand-Taste;17-Line_Brand-Taste;Created;Updated
25057;RUBY GRAPE;рубиновый виноград;Вкус освежающего коктейля с преобладанием вкуса рубинового винограда.;;3;RUBY GRAPE рубиновый виноград Must Have;Must Have;;;
25058;SEA BUCKTHORN TEA;облепиха грейпфрут имбирь;Волшебный аромат спелой сочной облепихи с оттенком грейпфрута и имбиря.;;3;SEA BUCKTHORN TEA облепиха грейпфрут имбирь Must Have;Must Have;;;
25059;SPACE FLAVOUR;манго маракуйя личи роза;Космическое сочетание манго, маракуйя и личи, приправленное лепестками роз, покрытых утренней прохладной росой.;;3;SPACE FLAVOUR манго маракуйя личи роза Must Have;Must Have;;;
25060;STRAWBERRY-LYCHEE;земляника личи;Бархатное сладкое сочетание спелой тающей во рту лесной земляники и экзотического спелого личи.;;3;STRAWBERRY-LYCHEE земляника личи Must Have;Must Have;;;
25061;SWEET MELON;дыня;Утончённый вкус сочной мускусной спелой летней дыни.;;3;SWEET MELON дыня Must Have;Must Have;;;
25062;SWEET PEACH;персик;Насыщенный вкус сочного спелого сладкого персика.;;3;SWEET PEACH персик Must Have;Must Have;;;
25063;TROPIC JUICE;маракуйя ананас;Необычайно насыщенная смесь ароматов ананаса и спелой экзотической маракуйи.;;3;TROPIC JUICE маракуйя ананас Must Have;Must Have;;;
25064;UNICORN TREATS;кукуруза безе маршмеллоу;Вкус сладких хрустящих кукурузных палочек сдобренных сливочными нотками безе и маршлмеллоу.;;3;UNICORN TREATS кукуруза безе маршмеллоу Must Have;Must Have;;;
25065;VANILLA CREAM;ванильный крем;Нежный, сливочный вкус мягкого ванильного крема, который станет отличным дополнением к любым десертам.;;3;VANILLA CREAM ванильный крем Must Have;Must Have;;;
25066;WATERMELON;арбуз;Вкус бахчевого арбуза, напоминающий о жарком лете: спелый, сочный, в меру сладкий.;;3;WATERMELON арбуз Must Have;Must Have;;;
